Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Warp Execution Efficiency(%),Local Memory Overhead(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Issue Slot Utilization(%),Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Control-Flow Instructions,Local Memory Store Throughput(bytes/sec),Bit-Convert Instructions,Misc Instructions,Local Memory Load Throughput(bytes/sec),Load/Store Instructions,L2 Write Transactions,FP Instructions(Single),L2 Read Transactions,Device Memory Write Transactions,Integer Instructions,Device Memory Read Transactions,FP Instructions(Double),Texture Cache Transactions,Issued Control-Flow Instructions,Warp Non-Predicated Execution Efficiency(%),System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),L2 Throughput (L1 Writes)(bytes/sec),Floating Point Operations(Double Precision Add),L2 Transactions (Atomic requests),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Atomic Throughput(bytes/sec),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precision FMA),L2 Throughput (Atomic requests)(bytes/sec),Instructions Executed,Instructions Issued,Atomic Transactions,Control-Flow Function Unit Utilization,Inter-Thread Instructions,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Texture Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Not Selected)(%),Achieved Occupancy,Texture Cache Throughput(bytes/sec)
"srad_cuda_2(float*, float*, float*, float*, float*, float*, int, int, float, float)",1528655350,949193,128,128,1,16,16,1,20,5120,0,41.274,100,93.708,21327793188,141769271370,123864781977,17675242021,95.358,0,0,123864781977,39.856,1969152,262144,0,6,0,0,802816,787490,216521714761,12795904,0,16777216,79822848,0,79822848,524310,16777216,3674707,632631,196427776,4205200,8388608,0,1715299,85.143,202277,0,17675983704,123884841122,212388249807,17675242021,0,0,4194304,524288,0,12582912,0,3674112,0,5377710,0,13.391,15.911,44.443,0,4.329,4194304,4194304,0,15232000,20700649,0,Low (1),0,Idle,0,16633592,0,Low (3),Idle,1.205,Low (3),Mid (6),Low (3),Mid (6),Low (1),1167442,5.885,39357795516,0.043,8.078,6.714,0.971,0
"srad_cuda_2(float*, float*, float*, float*, float*, float*, int, int, float, float)",3617085494,949193,128,128,1,16,16,1,20,5120,0,41.274,100,93.708,21309048844,141695811073,123864781977,17675242021,95.358,0,0,123864781977,39.924,1969152,262144,0,9,0,0,802816,787505,216521714761,12795904,0,16777216,79822848,0,79822848,524341,16777216,3674990,632075,196427776,4203021,8388608,0,1715032,85.143,303415,0,17677028802,123894381859,212392295349,17675242021,0,0,4194304,524288,0,12582912,0,3674112,0,5386589,0,13.394,15.858,44.109,0,4.322,4194304,4194304,0,15232000,20709628,0,Low (1),0,Idle,0,16640815,0,Low (3),Idle,1.197,Low (3),Mid (6),Low (3),Mid (6),Low (1),1164742,5.978,39266770825,0.043,8.432,6.666,0.971,0
