Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Warp Execution Efficiency(%),Local Memory Overhead(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Issue Slot Utilization(%),Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Control-Flow Instructions,Local Memory Store Throughput(bytes/sec),Bit-Convert Instructions,Misc Instructions,Local Memory Load Throughput(bytes/sec),Load/Store Instructions,L2 Write Transactions,FP Instructions(Single),L2 Read Transactions,Device Memory Write Transactions,Integer Instructions,Device Memory Read Transactions,FP Instructions(Double),Texture Cache Transactions,Issued Control-Flow Instructions,Warp Non-Predicated Execution Efficiency(%),System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),L2 Throughput (L1 Writes)(bytes/sec),Floating Point Operations(Double Precision Add),L2 Transactions (Atomic requests),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Atomic Throughput(bytes/sec),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precision FMA),L2 Throughput (Atomic requests)(bytes/sec),Instructions Executed,Instructions Issued,Atomic Transactions,Control-Flow Function Unit Utilization,Inter-Thread Instructions,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Texture Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Not Selected)(%),Achieved Occupancy,Texture Cache Throughput(bytes/sec)
"histo_kernel(unsigned char*, long, unsigned int*)",6459532827,57244,30,1,1,256,1,1,8,1024,0,4.398,0,100,614911606,0,572426804,0,36.366,27.989,0,612675564,12.482,1024,0,0,5,0,0,55578,54527,248549507371,464173,5590105,0,126976,0,552749,1009,0,3052,1100,323584,0,0,0,84021,21.798,2795052,0,564041646,1706100202,243849346656,182237439,0,1920,0,326,0,0,536650129,1096,0,116768,0,17.085,61.108,1.958,0,16.887,0,0,536650129,256634,263560,240,Low (1),0,Idle,0,259592,0,Low (1),Idle,0.148,Low (2),Low (3),Low (1),Low (1),Low (1),191,0.502,106771015,1.092,0.184,1.038,0.231,0
"histo_kernel(unsigned char*, long, unsigned int*)",6904954203,56790,30,1,1,256,1,1,8,1024,0,4.362,0,100,612502201,0,577002993,0,35.938,25.689,0,597288254,12.469,1024,0,0,1,0,0,55696,54609,251068427540,457377,3380876,0,126976,0,545953,1467,0,3096,1087,323584,0,0,0,84300,21.555,563479,0,826624405,1744532488,246168409931,179186476,0,1920,0,318,0,0,540940306,1060,0,114780,0,14.837,62.813,2.008,0,17.275,0,0,540940306,258691,263651,240,Low (1),0,Idle,0,259683,0,Low (1),Idle,0.145,Low (2),Low (3),Low (1),Low (1),Low (1),248,0.504,139742912,1.108,0.202,1.108,0.234,0
"histo_kernel(unsigned char*, long, unsigned int*)",7309268795,55547,30,1,1,256,1,1,8,1024,0,4.332,0,100,654436783,0,589914846,0,35.969,26.648,0,626784524,12.694,1024,0,0,5,0,0,55493,54759,255751129673,453926,12673951,0,126976,0,542502,1027,0,3032,1136,323584,0,0,0,82772,21.611,2880443,0,591643113,1746700991,252368336723,177435325,0,1920,0,308,0,0,553045168,1088,0,112831,0,15.559,62.236,1.996,0,17.176,0,0,553045168,255843,260274,240,Low (1),0,Idle,0,256306,0,Low (1),Idle,0.153,Low (2),Low (3),Low (1),Low (1),Low (1),253,0.515,145750445,1.114,0.2,1.05,0.236,0
"histo_kernel(unsigned char*, long, unsigned int*)",7697633723,55552,30,1,1,256,1,1,8,1024,0,4.341,0,100,624423963,0,589861751,0,36.517,26.012,0,631336405,12.658,1024,0,0,5,0,0,55803,55386,257156682027,460490,23041474,0,126976,0,549066,1397,0,3028,1084,323584,0,0,0,83593,21.87,2880184,0,804723502,1744239631,255235023041,165898617,0,1920,0,288,0,0,552995391,1096,0,114744,0,16.872,61.338,1.956,0,16.863,0,0,552995391,256892,259983,240,Low (1),0,Idle,0,256015,0,Low (1),Idle,0.156,Low (2),Low (3),Low (1),Low (1),Low (1),217,0.485,125000000,1.086,0.192,1.052,0.237,0
"histo_kernel(unsigned char*, long, unsigned int*)",8073359803,56080,30,1,1,256,1,1,8,1024,0,4.333,0,100,611126961,0,584308131,0,35.631,25.255,0,623109843,12.476,1024,0,0,9,0,0,55241,55747,252170042796,456763,11412268,0,126976,0,545339,1019,0,3000,1071,323584,0,0,0,82965,21.424,5135520,0,581455064,1711840228,254479885877,158630527,0,1920,0,278,0,0,547788873,1092,0,115937,0,16.171,61.748,1.988,0,17.034,0,0,547788873,257071,262416,240,Low (1),0,Idle,0,258448,0,Low (1),Idle,0.146,Low (2),Low (3),Low (1),Low (1),Low (1),249,0.509,142082738,1.105,0.216,1.082,0.234,0
"histo_kernel(unsigned char*, long, unsigned int*)",8461545723,56926,30,1,1,256,1,1,8,1024,0,4.373,0,100,637459157,0,575624494,0,35.723,25.364,0,611601025,12.483,1024,0,0,1,0,0,54713,54973,246047992130,461585,7869866,0,126976,0,550161,1023,0,3156,1134,323584,0,0,0,83852,21.454,562133,0,575062361,1774092681,247217229385,159645856,0,1920,0,284,0,0,539647964,1088,0,116523,0,15.617,62.185,2.02,0,17.138,0,0,539647964,256500,261858,240,Low (1),0,Idle,0,257890,0,Low (1),Idle,0.141,Low (2),Low (3),Low (1),Low (1),Low (1),238,0.496,133787724,1.117,0.204,1.08,0.235,0
"histo_kernel(unsigned char*, long, unsigned int*)",8865846779,57671,30,1,1,256,1,1,8,1024,0,4.352,0,100,584834665,0,568188517,0,35.92,23.696,0,592602867,12.537,1024,0,0,5,0,0,55646,55369,247011080092,462666,17755891,0,126976,0,551242,1021,0,3120,1054,323584,0,0,0,83335,21.55,2774357,0,566523902,1731199389,245781484628,152034818,0,1920,0,274,0,0,532676735,1068,0,115856,0,15.443,62.361,1.995,0,17.185,0,0,532676735,261539,266857,240,Low (1),0,Idle,0,262889,0,Low (1),Idle,0.145,Low (2),Low (3),Low (1),Low (1),Low (1),154,0.505,85450226,1.108,0.194,1.065,0.234,0
"histo_kernel(unsigned char*, long, unsigned int*)",9263923003,56836,30,1,1,256,1,1,8,1024,0,4.333,0,100,648039974,0,576535998,0,36.326,25.797,0,605813216,12.447,1024,0,0,9,0,0,56055,55577,252482229572,461084,4504187,0,126976,0,549660,1022,0,3056,1151,323584,0,0,0,83575,21.78,5067210,0,575409951,1720599619,250329227954,171159124,0,1920,0,304,0,0,540502498,1076,0,116841,0,15.737,62.159,1.976,0,17.129,0,0,540502498,259669,265043,240,Low (1),0,Idle,0,261075,0,Low (1),Idle,0.144,Low (2),Low (3),Low (1),Low (1),Low (1),321,0.493,180730522,1.088,0.197,1.078,0.232,0
"histo_kernel(unsigned char*, long, unsigned int*)",9652471643,57075,30,1,1,256,1,1,8,1024,0,4.322,0,100,676162943,0,574121769,0,36.133,26.225,0,612247043,12.224,1024,0,0,1,0,0,56015,55632,251245554095,458456,15698642,0,126976,0,547032,1428,0,3048,1206,323584,0,0,0,83480,21.684,560665,0,800630749,1708909329,249527674113,165957074,0,1920,0,296,0,0,538239159,1092,0,115204,0,15.259,62.525,1.991,0,17.227,0,0,538239159,255935,261284,240,Low (1),0,Idle,0,257316,0,Low (1),Idle,0.149,Low (2),Low (3),Low (1),Low (1),Low (1),367,0.486,205764345,1.106,0.182,1.075,0.23,0
"histo_kernel(unsigned char*, long, unsigned int*)",10040651739,56484,30,1,1,256,1,1,8,1024,0,4.348,0,100,636215565,0,580128886,0,36.228,25.146,0,609588556,12.364,1024,0,0,5,0,0,55622,54188,252093194532,452731,20395156,0,126976,0,541307,1402,0,3020,1123,323584,0,0,0,83542,21.701,2832660,0,794278025,1710926988,245593938106,165427377,0,1920,0,292,0,0,543870830,1076,0,117152,0,14.461,63.047,2.018,0,17.369,0,0,543870830,258670,264977,240,Low (1),0,Idle,0,261009,0,Low (1),Idle,0.151,Low (2),Low (3),Low (1),Low (1),Low (1),227,0.524,128602790,1.113,0.2,1.117,0.233,0
