Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Warp Execution Efficiency(%),Local Memory Overhead(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Issue Slot Utilization(%),Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Control-Flow Instructions,Local Memory Store Throughput(bytes/sec),Bit-Convert Instructions,Misc Instructions,Local Memory Load Throughput(bytes/sec),Load/Store Instructions,L2 Write Transactions,FP Instructions(Single),L2 Read Transactions,Device Memory Write Transactions,Integer Instructions,Device Memory Read Transactions,FP Instructions(Double),Texture Cache Transactions,Issued Control-Flow Instructions,Warp Non-Predicated Execution Efficiency(%),System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),L2 Throughput (L1 Writes)(bytes/sec),Floating Point Operations(Double Precision Add),L2 Transactions (Atomic requests),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Atomic Throughput(bytes/sec),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precision FMA),L2 Throughput (Atomic requests)(bytes/sec),Instructions Executed,Instructions Issued,Atomic Transactions,Control-Flow Function Unit Utilization,Inter-Thread Instructions,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Texture Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Not Selected)(%),Achieved Occupancy,Texture Cache Throughput(bytes/sec)
"IMGVF_kernel(float**, float**, int*, int*, float, float, float, int, float)",3865173748,17266588,36,1,1,320,1,1,51,14568,0,41.726,81.809,81.729,39063652,17634057,5729711973,33437063,99.681,0,0,5719822816,44.065,1233695,7180,0,9,0,0,7497566,1858001,111161330541,885654436,0,786343642,1088442503,0,270126263,18069,3893314970,3090415,21078,2068228424,9515,220748715,0,50095293,96.707,16679,0,33487102,5727436132,27547321798,33459303,0,0,885238042,18054,0,1503874614,0,3086307,746307305,10696764,0,10.386,59.422,2.924,280121982,16.821,20093895,200938950,0,304671540,337028973,0,Low (1),0,Idle,0,274775961,0,Low (1),Idle,0.472,Low (1),Low (1),Low (3),Low (1),Low (1),7706,2.638,14281455,0.006,0.592,6.739,0.33,0
"IMGVF_kernel(float**, float**, int*, int*, float, float, float, int, float)",11310809972,17747678,36,1,1,320,1,1,51,14568,0,41.71,81.808,81.624,37799198,17065894,5681603193,32519859,99.676,0,0,5671982103,44.451,1254952,7178,0,8,0,0,7632931,1890327,110100619134,901649768,0,800545546,1107944413,0,274956664,18047,3965925155,3151030,20964,2106354631,9465,224872659,0,50961421,96.702,14424,0,32539693,5681473373,27266874686,32519859,0,0,901166316,18036,0,1530996545,0,3145766,759691156,10885002,0,10.298,59.418,2.923,285167171,16.853,20456253,204562530,0,310138691,343055176,0,Low (1),0,Idle,0,279688144,0,Low (1),Idle,0.476,Low (1),Low (1),Low (3),Low (1),Low (1),7244,2.647,13061314,0.006,0.591,6.788,0.333,0
"IMGVF_kernel(float**, float**, int*, int*, float, float, float, int, float)",19036143476,16896322,36,1,1,320,1,1,51,14568,0,41.721,81.808,81.57,39688637,18550782,5817178910,34158439,99.676,0,0,5807073042,43.677,1222215,7178,0,5,0,0,7432855,1841466,112616868925,878041140,0,779619110,1078936584,0,267771078,18041,3860005802,3071069,20956,2050295245,9795,218865790,0,49670068,96.702,9469,0,34167909,5816307714,27900468279,34158439,0,0,877694531,18036,0,1491115820,0,3066193,739907839,10600484,0,10.307,59.49,2.926,277747904,16.835,19923458,199234580,0,302020452,334127468,0,Low (1),0,Idle,0,272418552,0,Low (1),Idle,0.472,Low (1),Low (1),Low (3),Low (1),Low (1),8161,2.639,15456144,0.006,0.591,6.734,0.327,0
"IMGVF_kernel(float**, float**, int*, int*, float, float, float, int, float)",26493548788,17873835,36,1,1,320,1,1,51,14568,0,41.501,82.28,81.779,37552097,17009891,5524775628,32082650,99.662,0,0,5515222446,43.902,1239709,7174,0,5,0,0,7529882,1858574,107847576751,884421871,0,785309987,1086580305,0,269660480,17930,3889965015,3086874,20975,2065710049,9501,220574288,0,50035126,96.687,8951,0,32100553,5526512245,26619633895,32082650,0,0,883896713,17920,0,1501745199,0,3080568,745072974,10735147,0,10.123,59.52,2.932,279817014,16.882,20072134,200721340,0,304317477,336720381,0,Low (1),0,Idle,0,274542247,0,Low (1),Idle,0.479,Low (1),Low (1),Low (3),Low (1),Low (1),7143,2.646,12788302,0.006,0.622,6.79,0.329,0
"IMGVF_kernel(float**, float**, int*, int*, float, float, float, int, float)",34216440756,16970016,36,1,1,320,1,1,51,14568,0,41.507,82.28,81.776,39870793,25324666,5878190804,33791364,99.663,0.004,0,5868373960,44.731,1251005,7174,0,9,0,0,7602902,1876633,114693051084,893289429,0,793168113,1097461010,0,272357728,17922,3929634198,3117662,21144,2086710748,13430,222823381,0,50494882,96.689,16971,0,33795136,5878909247,28309817032,33791364,0,0,893053505,17920,0,1517299958,0,3112075,752793668,10837702,0,10.127,59.449,2.925,282618802,16.897,20273276,202732760,0,307358382,340029785,0,Low (1),0,Idle,0,277229915,0,Low (1),Idle,0.482,Low (1),Low (1),Low (3),Low (1),Low (1),11853,2.655,22350951,0.006,0.619,6.839,0.335,0
